"Date","Price","Open","High","Low","Vol.","Change %"
"06/15/2020","879.20","885.00","892.40","876.40","2.13M","-6.37%"
"06/11/2020","939.00","945.00","950.00","936.20","2.37M","-1.20%"
"06/10/2020","950.40","950.00","952.80","942.60","1.21M","0.25%"
"06/09/2020","948.00","946.60","954.00","938.00","1.29M","0.42%"
"06/08/2020","944.00","952.40","956.60","944.00","1.14M","-0.53%"
"06/05/2020","949.00","945.60","951.80","942.40","697.05K","0.89%"
"06/04/2020","940.60","950.00","953.20","934.40","1.16M","-1.47%"
"06/03/2020","954.60","950.60","954.60","941.60","1.46M","1.02%"
"06/02/2020","945.00","938.40","948.00","937.40","991.60K","0.64%"
"06/01/2020","939.00","940.60","946.20","928.00","968.63K","0.47%"
"05/29/2020","934.60","936.20","940.00","922.40","1.98M","-0.57%"
"05/28/2020","940.00","922.00","940.00","915.40","1.34M","2.24%"
"05/27/2020","919.40","911.80","923.00","906.40","1.24M","1.59%"
"05/26/2020","905.00","909.20","923.00","905.00","2.00M","-0.33%"
"05/25/2020","908.00","874.00","909.00","873.00","1.51M","4.13%"
"05/22/2020","872.00","857.20","875.00","854.20","1.18M","0.97%"
"05/21/2020","863.60","884.40","895.80","862.00","1.40M","-2.35%"
"05/20/2020","884.40","862.00","885.20","855.00","1.12M","2.55%"
"05/19/2020","862.40","861.40","868.40","855.00","1.00M","0.16%"
"05/18/2020","861.00","831.40","861.00","831.40","1.13M","4.46%"
"05/15/2020","824.20","828.40","842.60","824.20","1.16M","0.10%"
"05/14/2020","823.40","837.80","841.00","818.40","1.57M","-1.74%"
"05/13/2020","838.00","852.00","853.60","838.00","992.74K","-1.80%"
"05/12/2020","853.40","862.40","867.60","853.40","1.38M","-2.07%"
"05/08/2020","871.40","873.00","873.80","866.60","519.53K","0.25%"
"05/07/2020","869.20","874.60","881.60","869.20","1.11M","-0.16%"
"05/06/2020","870.60","877.00","883.40","870.00","819.54K","-0.30%"
"05/05/2020","873.20","876.40","880.80","870.40","542.25K","0.25%"
"05/04/2020","871.00","881.00","881.20","866.00","881.38K","-2.09%"
"04/30/2020","889.60","879.80","892.40","870.40","1.43M","1.60%"
"04/29/2020","875.60","875.60","890.80","870.60","1.20M","0.64%"
"04/28/2020","870.00","871.80","886.00","864.20","1.26M","0.12%"
"04/27/2020","869.00","866.80","874.80","863.20","897.34K","0.77%"
"04/24/2020","862.40","869.40","870.80","861.00","1.00M","-0.87%"
"04/23/2020","870.00","874.00","874.60","860.00","996.43K","0.16%"
"04/22/2020","868.60","865.80","879.00","861.20","1.46M","0.30%"
"04/21/2020","866.00","871.00","871.80","850.40","1.41M","-0.94%"
"04/20/2020","874.20","862.20","880.80","858.60","996.90K","1.11%"
"04/17/2020","864.60","869.40","877.20","862.20","605.61K","0.84%"
"04/16/2020","857.40","862.60","882.20","854.00","1.39M","-0.44%"
"04/15/2020","861.20","894.00","896.00","853.40","1.30M","-4.20%"
"04/14/2020","899.00","890.00","901.40","887.80","954.62K","1.90%"
"04/13/2020","882.20","899.00","900.60","881.40","512.52K","-1.98%"
"04/10/2020","900.00","903.60","903.60","892.80","309.05K","-0.55%"
"04/09/2020","905.00","900.00","905.00","885.20","1.32M","0.65%"
"04/08/2020","899.20","884.00","899.20","878.00","814.79K","1.26%"
"04/07/2020","888.00","900.00","904.00","882.40","1.65M","-0.54%"
"04/06/2020","892.80","887.00","898.00","876.60","1.05M","1.22%"
"04/03/2020","882.00","859.20","885.00","856.60","2.01M","2.61%"
"04/02/2020","859.60","855.00","872.00","838.00","1.17M","1.32%"
"04/01/2020","848.40","851.40","863.20","845.00","1.20M","-2.10%"
"03/31/2020","866.60","848.40","873.00","837.40","2.18M","2.73%"
"03/30/2020","843.60","813.80","843.60","807.20","1.01M","2.20%"
"03/27/2020","825.40","841.00","847.60","819.00","1.02M","-2.76%"
"03/26/2020","848.80","850.00","853.00","819.20","1.33M","-0.54%"
"03/25/2020","853.40","851.00","892.00","828.00","2.30M","1.14%"
"03/24/2020","843.80","813.80","849.80","809.40","1.88M","6.33%"
"03/23/2020","793.60","790.00","818.00","780.00","1.43M","-2.34%"
"03/20/2020","812.60","824.80","845.80","800.40","2.20M","0.07%"
"03/19/2020","812.00","780.00","820.00","762.00","2.20M","4.10%"
"03/18/2020","780.00","777.20","805.00","775.80","1.91M","-2.55%"
"03/17/2020","800.40","812.20","830.60","777.00","1.92M","-2.25%"
"03/16/2020","818.80","820.40","827.20","770.00","2.19M","1.14%"
"03/13/2020","809.60","775.00","825.00","773.00","3.04M","4.22%"
"03/12/2020","776.80","800.00","805.00","771.60","3.27M","-5.73%"
"03/11/2020","824.00","845.00","848.80","814.40","2.48M","-0.60%"
"03/10/2020","829.00","772.00","856.60","770.00","4.37M","2.52%"
"03/06/2020","808.60","820.00","826.20","792.60","2.15M","-2.58%"
"03/05/2020","830.00","838.00","839.80","823.40","1.71M","0.36%"
"03/04/2020","827.00","818.80","834.60","812.00","1.27M","0.80%"
"03/03/2020","820.40","830.60","834.80","817.40","1.96M","1.21%"
"03/02/2020","810.60","832.60","846.80","799.40","2.45M","-0.49%"
"02/28/2020","814.60","845.60","855.60","807.40","3.89M","-5.87%"
"02/27/2020","865.40","883.00","892.00","865.40","2.32M","-2.37%"
"02/26/2020","886.40","889.00","896.80","881.00","1.85M","-0.40%"
"02/25/2020","890.00","899.20","909.60","890.00","1.68M","-1.98%"
"02/21/2020","908.00","912.00","915.00","908.00","1.18M","-0.85%"
"02/20/2020","915.80","914.60","927.60","911.40","1.26M","0.20%"
"02/19/2020","914.00","917.40","920.40","908.40","1.10M","-0.07%"
"02/18/2020","914.60","922.40","924.40","913.20","835.02K","-1.08%"
"02/17/2020","924.60","930.20","933.60","922.20","514.46K","-0.37%"
"02/14/2020","928.00","929.80","933.20","921.40","508.96K","0.22%"
"02/13/2020","926.00","935.00","936.00","926.00","623.63K","-1.28%"
"02/12/2020","938.00","926.00","943.00","920.20","1.34M","1.58%"
"02/11/2020","923.40","926.60","932.40","923.00","956.25K","0.15%"
"02/10/2020","922.00","934.20","937.00","919.20","850.35K","-1.43%"
"02/07/2020","935.40","925.20","935.40","920.00","913.19K","1.12%"
"02/06/2020","925.00","927.00","934.60","918.20","1.02M","0.17%"
"02/05/2020","923.40","916.00","934.60","912.00","1.17M","1.21%"
"02/04/2020","912.40","908.20","924.80","908.00","1.38M","0.91%"
"02/03/2020","904.20","909.80","918.20","904.20","1.99M","-0.79%"
"01/31/2020","911.40","940.20","941.20","911.40","1.81M","-2.11%"
"01/30/2020","931.00","935.80","942.40","928.40","727.44K","-1.08%"
"01/29/2020","941.20","945.60","947.60","933.60","629.79K","0.28%"
"01/28/2020","938.60","934.00","942.60","923.60","729.69K","0.92%"
"01/27/2020","930.00","946.60","953.00","925.40","1.30M","-2.74%"
"01/24/2020","956.20","964.40","973.00","955.80","534.85K","-0.60%"
"01/23/2020","962.00","954.00","968.40","946.00","987.73K","0.29%"
"01/22/2020","959.20","978.60","986.20","956.40","1.20M","-1.98%"
"01/21/2020","978.60","990.00","990.00","971.40","1.11M","-1.21%"
"01/20/2020","990.60","980.00","1,000.00","960.00","1.25M","1.37%"
"01/17/2020","977.20","964.80","978.00","961.00","1.18M","1.43%"
"01/16/2020","963.40","962.00","971.00","960.20","771.92K","0.33%"
"01/15/2020","960.20","967.00","967.60","950.00","1.42M","-0.79%"
"01/14/2020","967.80","960.20","976.20","959.20","1.74M","0.79%"
"01/13/2020","960.20","942.00","960.20","936.00","1.33M","2.43%"
"01/10/2020","937.40","932.00","937.40","928.40","461.42K","0.99%"
"01/09/2020","928.20","926.00","937.00","926.00","1.03M","0.11%"
"01/08/2020","927.20","924.20","931.60","918.00","677.14K","-0.19%"
"01/06/2020","929.00","945.00","945.60","923.20","737.79K","-1.78%"
"01/03/2020","945.80","943.40","947.40","938.40","572.09K","0.87%"
"12/30/2019","937.60","940.00","943.80","936.00","477.44K","-0.06%"
"12/27/2019","938.20","929.40","943.00","929.40","692.38K","0.95%"
"12/26/2019","929.40","927.40","929.80","924.20","262.21K","0.35%"
"12/25/2019","926.20","928.40","929.00","922.20","185.21K","-0.13%"
"12/24/2019","927.40","930.00","936.00","925.60","388.53K","-0.28%"
"12/23/2019","930.00","926.40","930.00","920.40","581.72K","0.39%"
"12/20/2019","926.40","926.60","928.00","919.00","567.19K","-0.22%"
"12/19/2019","928.40","928.80","928.80","914.60","1.13M","-0.02%"
"12/18/2019","928.60","929.00","930.00","922.20","917.98K","-0.15%"
"12/17/2019","930.00","924.00","930.00","917.20","1.27M","0.76%"
"12/16/2019","923.00","920.20","929.40","915.60","1.02M","0.50%"
"12/13/2019","918.40","904.60","920.00","904.00","1.50M","1.93%"
"12/12/2019","901.00","897.60","907.00","896.40","1.35M","0.49%"
"12/11/2019","896.60","888.00","897.80","886.80","958.76K","0.88%"
"12/10/2019","888.80","892.00","892.00","885.00","1.27M","-0.31%"
"12/09/2019","891.60","885.00","891.60","881.20","775.75K","0.97%"
"12/06/2019","883.00","880.20","885.00","878.00","627.74K","0.25%"
"12/05/2019","880.80","877.20","885.00","868.80","992.26K","0.62%"
"12/04/2019","875.40","879.20","879.20","865.00","965.42K","0.09%"
"12/03/2019","874.60","882.00","885.80","870.40","1.27M","-1.18%"
"12/02/2019","885.00","884.20","891.00","878.60","2.00M","-2.53%"
"11/29/2019","908.00","907.60","909.40","900.00","1.73M","0.02%"
"11/28/2019","907.80","911.00","911.00","898.80","838.13K","-0.37%"
"11/27/2019","911.20","914.00","915.00","906.00","798.35K","0.18%"
"11/26/2019","909.60","914.80","920.80","906.00","2.55M","-0.81%"
"11/25/2019","917.00","903.80","919.00","903.00","1.66M","1.69%"
"11/22/2019","901.80","895.60","902.00","891.80","886.85K","0.69%"
"11/21/2019","895.60","898.20","902.40","891.00","1.24M","-0.82%"
"11/20/2019","903.00","897.00","906.80","895.40","1.20M","-0.18%"
"11/19/2019","904.60","887.00","904.60","884.40","1.94M","2.33%"
"11/18/2019","884.00","883.20","894.60","880.00","1.27M","0.29%"
"11/15/2019","881.40","881.40","886.80","877.20","1.06M","0.07%"
"11/14/2019","880.80","891.00","893.80","875.20","1.66M","-1.01%"
"11/13/2019","889.80","896.00","900.80","888.20","1.28M","-1.13%"
"11/12/2019","900.00","898.00","904.20","893.80","1.40M","0.56%"
"11/11/2019","895.00","908.80","916.20","893.60","1.91M","-1.61%"
"11/08/2019","909.60","930.80","930.80","905.00","2.35M","-2.32%"
"11/07/2019","931.20","922.20","938.40","916.20","1.81M","0.82%"
"11/06/2019","923.60","914.00","926.00","914.00","1.62M","1.05%"
"11/05/2019","914.00","895.20","916.00","895.00","1.56M","2.33%"
"11/01/2019","893.20","885.00","893.20","882.20","631.55K","1.25%"
"10/31/2019","882.20","896.00","902.00","880.20","1.29M","-1.43%"
"10/30/2019","895.00","903.00","905.60","890.40","1.10M","-0.93%"
"10/29/2019","903.40","888.00","906.20","881.60","1.21M","1.96%"
"10/28/2019","886.00","880.00","898.20","878.20","1.38M","0.87%"
"10/25/2019","878.40","876.40","879.40","872.60","1.15M","0.14%"
"10/24/2019","877.20","878.00","880.60","872.40","975.29K","0.14%"
"10/23/2019","876.00","876.80","879.20","871.20","1.01M","-0.23%"
"10/22/2019","878.00","871.00","882.20","871.00","1.11M","0.80%"
"10/21/2019","871.00","879.80","882.00","870.20","1.29M","-1.14%"
"10/18/2019","881.00","892.40","892.40","878.00","2.42M","-1.45%"
"10/17/2019","894.00","889.00","898.20","887.60","1.05M","0.79%"
"10/16/2019","887.00","874.00","888.80","872.00","1.11M","1.79%"
"10/15/2019","871.40","876.80","881.80","864.00","1.71M","-1.09%"
"10/14/2019","881.00","897.80","899.60","879.00","693.82K","-1.39%"
"10/11/2019","893.40","898.40","906.40","889.60","1.15M","-0.07%"
"10/10/2019","894.00","877.60","896.00","870.20","983.00K","2.41%"
"10/09/2019","873.00","881.80","887.80","870.60","1.02M","-0.66%"
"10/08/2019","878.80","884.80","897.20","874.20","1.53M","-0.14%"
"10/07/2019","880.00","879.00","892.80","862.20","1.59M","0.36%"
"10/04/2019","876.80","886.40","894.40","869.80","1.44M","-0.61%"
"10/03/2019","882.20","903.00","903.00","876.20","2.29M","-2.15%"
"10/02/2019","901.60","922.00","928.40","901.00","1.72M","-2.40%"
"10/01/2019","923.80","935.00","938.80","921.00","1.32M","-1.01%"
"09/30/2019","933.20","945.40","950.20","933.20","968.68K","-1.19%"
"09/27/2019","944.40","950.00","951.40","941.00","512.30K","-0.67%"
"09/26/2019","950.80","947.00","953.20","942.60","673.77K","0.61%"
"09/25/2019","945.00","941.20","948.60","935.00","1.04M","0.30%"
"09/24/2019","942.20","956.00","965.40","940.80","1.41M","-1.30%"
"09/23/2019","954.60","966.00","966.60","953.20","818.04K","-1.08%"
"09/20/2019","965.00","967.00","969.00","956.80","1.12M","-0.21%"
"09/19/2019","967.00","986.60","993.60","966.00","1.72M","-2.01%"
"09/18/2019","986.80","999.00","1,003.60","980.40","978.84K","-1.20%"
"09/17/2019","998.80","999.00","999.60","990.20","807.54K","-0.12%"
"09/16/2019","1,000.00","991.00","1,000.00","977.60","1.38M","-1.38%"
"09/13/2019","1,014.00","1,016.40","1,019.00","1,005.40","1.20M","-0.45%"
"09/12/2019","1,018.60","1,020.00","1,022.80","1,006.40","1.01M","-0.33%"
"09/11/2019","1,022.00","1,005.00","1,023.80","1,001.00","1.16M","1.69%"
"09/10/2019","1,005.00","999.80","1,006.00","993.60","878.75K","0.68%"
"09/09/2019","998.20","1,002.80","1,002.80","994.00","681.74K","0.54%"
"09/06/2019","992.80","1,000.00","1,001.00","988.20","712.85K","-0.88%"
"09/05/2019","1,001.60","990.00","1,005.00","988.80","1.08M","1.52%"
"09/04/2019","986.60","992.80","999.40","983.20","910.20K","-0.40%"
"09/03/2019","990.60","1,003.00","1,005.00","982.40","1.09M","-1.24%"
"09/02/2019","1,003.00","1,000.20","1,008.80","993.00","870.52K","0.02%"
"08/30/2019","1,002.80","980.00","1,002.80","979.60","1.29M","2.43%"
"08/29/2019","979.00","959.60","980.40","958.00","926.75K","2.11%"
"08/28/2019","958.80","952.00","962.60","950.20","1.06M","0.61%"
"08/27/2019","953.00","949.40","953.00","941.40","1.07M","0.63%"
"08/26/2019","947.00","942.00","951.80","937.20","400.37K","0.11%"
"08/23/2019","946.00","945.00","951.80","942.40","618.92K","0.21%"
"08/22/2019","944.00","954.00","956.20","941.20","714.38K","-1.07%"
"08/21/2019","954.20","958.60","962.40","951.80","496.61K","-0.33%"
"08/20/2019","957.40","946.20","964.00","946.20","1.08M","1.21%"
"08/19/2019","946.00","933.40","952.00","926.00","1.25M","1.90%"
"08/16/2019","928.40","949.00","949.60","926.80","792.84K","-1.55%"
"08/15/2019","943.00","950.00","959.40","939.00","1.04M","-0.46%"
"08/14/2019","947.40","957.00","959.60","938.60","1.39M","-0.69%"
"08/13/2019","954.00","969.60","971.40","951.00","1.14M","-1.61%"
"08/12/2019","969.60","970.00","977.60","968.80","695.70K","-0.10%"
"08/09/2019","970.60","990.60","992.80","970.60","1.13M","-1.88%"
"08/08/2019","989.20","994.00","995.40","989.20","606.05K","0.20%"
"08/07/2019","987.20","992.60","996.80","984.20","819.61K","-0.18%"
"08/06/2019","989.00","996.00","1,000.20","986.20","1.48M","-0.30%"
"08/05/2019","992.00","1,002.20","1,011.00","990.20","1.29M","-0.84%"
"08/02/2019","1,000.40","1,014.00","1,050.00","1,000.40","923.51K","-1.83%"
"08/01/2019","1,019.00","1,025.00","1,028.00","1,016.00","342.33K","-0.95%"
"07/31/2019","1,028.80","1,021.80","1,029.60","1,018.40","398.38K","0.47%"
"07/30/2019","1,024.00","1,032.00","1,036.40","1,020.20","552.71K","-0.49%"
"07/29/2019","1,029.00","1,028.60","1,032.00","1,022.40","264.59K","0.21%"
"07/26/2019","1,026.80","1,038.80","1,040.60","1,025.20","544.64K","-1.16%"
"07/25/2019","1,038.80","1,038.60","1,050.00","1,031.20","691.96K","0.48%"
"07/24/2019","1,033.80","1,051.00","1,051.80","1,032.80","573.47K","-1.64%"
"07/23/2019","1,051.00","1,056.20","1,061.60","1,045.40","458.36K","-0.47%"
"07/22/2019","1,056.00","1,048.60","1,059.60","1,040.20","352.92K","1.21%"
"07/19/2019","1,043.40","1,061.20","1,069.40","1,042.20","594.13K","-1.92%"
"07/18/2019","1,063.80","1,051.60","1,073.00","1,049.20","865.87K","0.87%"
"07/17/2019","1,054.60","1,049.40","1,054.80","1,046.20","274.57K","0.50%"
"07/16/2019","1,049.40","1,043.20","1,056.20","1,043.20","609.95K","0.56%"
"07/15/2019","1,043.60","1,049.60","1,054.80","1,040.60","423.67K","-0.08%"
"07/12/2019","1,044.40","1,054.20","1,058.20","1,038.00","761.94K","-0.93%"
"07/11/2019","1,054.20","1,079.00","1,079.40","1,048.00","744.58K","-2.33%"
"07/10/2019","1,079.40","1,071.40","1,080.40","1,059.40","699.81K","0.75%"
"07/09/2019","1,071.40","1,065.00","1,074.40","1,061.00","423.77K","0.51%"
"07/08/2019","1,066.00","1,048.60","1,066.80","1,044.00","607.71K","1.35%"
"07/05/2019","1,051.80","1,065.00","1,066.40","1,048.40","605.41K","-1.24%"
"07/04/2019","1,065.00","1,078.00","1,078.40","1,057.80","568.66K","-1.24%"
"07/03/2019","1,078.40","1,080.00","1,080.80","1,068.00","607.12K","0.32%"
"07/02/2019","1,075.00","1,070.00","1,082.00","1,066.20","829.64K","0.39%"
"07/01/2019","1,070.80","1,074.40","1,085.00","1,070.80","641.65K","0.30%"
"06/28/2019","1,067.60","1,080.00","1,080.00","1,065.00","736.68K","-1.84%"
"06/27/2019","1,087.60","1,097.80","1,100.80","1,086.20","437.88K","-0.59%"
"06/26/2019","1,094.00","1,098.00","1,104.00","1,094.00","691.69K","-0.13%"
"06/25/2019","1,095.40","1,082.40","1,095.40","1,077.20","300.14K","1.14%"
"06/24/2019","1,083.00","1,095.00","1,100.00","1,078.60","467.01K","-1.31%"
"06/21/2019","1,097.40","1,097.00","1,098.00","1,086.40","781.84K","-0.16%"
"06/20/2019","1,099.20","1,090.00","1,101.80","1,085.40","1.23M","1.42%"
"06/19/2019","1,083.80","1,083.00","1,093.60","1,075.20","718.82K","0.22%"
"06/18/2019","1,081.40","1,056.00","1,082.20","1,053.40","1.03M","2.06%"
"06/17/2019","1,059.60","1,090.00","1,096.80","1,059.00","1.40M","-5.48%"
"06/14/2019","1,121.00","1,109.60","1,121.60","1,103.80","1.47M","1.36%"
"06/13/2019","1,106.00","1,084.80","1,109.00","1,081.20","1.23M","1.95%"
"06/11/2019","1,084.80","1,060.00","1,084.80","1,057.00","1.04M","2.34%"
"06/10/2019","1,060.00","1,050.40","1,060.00","1,050.20","484.93K","0.95%"
"06/07/2019","1,050.00","1,048.80","1,054.60","1,048.60","625.64K","0.11%"
"06/06/2019","1,048.80","1,032.80","1,052.80","1,032.80","661.31K","1.49%"
"06/05/2019","1,033.40","1,042.00","1,045.80","1,030.60","382.42K","-1.00%"
"06/04/2019","1,043.80","1,038.40","1,045.00","1,035.00","920.35K","0.37%"
"06/03/2019","1,040.00","1,030.00","1,042.00","1,024.00","697.69K","0.35%"
"05/31/2019","1,036.40","1,044.80","1,045.00","1,026.20","680.75K","-1.13%"
"05/30/2019","1,048.20","1,039.00","1,050.40","1,032.80","709.70K","0.89%"
"05/29/2019","1,039.00","1,026.60","1,039.00","1,019.60","629.58K","0.89%"
"05/28/2019","1,029.80","1,003.60","1,029.80","1,001.80","1.60M","2.75%"
"05/27/2019","1,002.20","999.00","1,007.00","999.00","163.49K","0.40%"
"05/24/2019","998.20","998.00","1,007.80","994.00","627.49K","0.22%"
"05/23/2019","996.00","1,007.80","1,008.00","992.40","617.20K","-1.23%"
"05/22/2019","1,008.40","996.00","1,013.80","993.60","988.21K","1.27%"
"05/21/2019","995.80","985.00","1,004.20","980.00","924.11K","1.76%"
"05/20/2019","978.60","977.00","992.00","975.80","718.24K","0.55%"
"05/17/2019","973.20","973.80","978.40","967.00","651.32K","0.10%"
"05/16/2019","972.20","975.80","982.00","972.20","704.80K","-0.39%"
"05/15/2019","976.00","980.00","988.60","974.40","738.68K","-0.41%"
"05/14/2019","980.00","993.00","1,000.00","980.00","896.28K","-0.81%"
"05/13/2019","988.00","1,000.00","1,006.00","986.40","782.78K","-1.06%"
"05/10/2019","998.60","1,023.00","1,030.60","998.60","1.50M","-2.90%"
"05/08/2019","1,028.40","1,035.00","1,037.40","1,028.40","429.32K","-0.54%"
"05/07/2019","1,034.00","1,032.20","1,043.40","1,030.40","773.82K","0.14%"
"05/06/2019","1,032.60","1,026.60","1,034.00","1,024.00","464.39K","-2.12%"
"05/03/2019","1,055.00","1,058.60","1,061.20","1,049.00","852.05K","0.13%"
"05/02/2019","1,053.60","1,049.60","1,060.00","1,046.60","421.52K","0.80%"
"04/30/2019","1,045.20","1,057.60","1,060.40","1,045.20","582.55K","-1.21%"
"04/29/2019","1,058.00","1,059.00","1,065.80","1,055.40","364.55K","-0.13%"
"04/26/2019","1,059.40","1,048.00","1,059.40","1,038.60","545.11K","1.38%"
"04/25/2019","1,045.00","1,053.00","1,058.20","1,045.00","576.82K","-0.76%"
"04/24/2019","1,053.00","1,040.00","1,054.00","1,035.20","567.70K","1.21%"
"04/23/2019","1,040.40","1,052.00","1,052.60","1,036.00","904.50K","-1.29%"
"04/22/2019","1,054.00","1,050.00","1,055.00","1,048.00","186.69K","0.61%"
"04/19/2019","1,047.60","1,041.00","1,049.80","1,041.00","207.31K","1.18%"
"04/18/2019","1,035.40","1,037.00","1,038.80","1,032.00","473.09K","-0.15%"
"04/17/2019","1,037.00","1,046.60","1,053.40","1,033.40","778.05K","-0.92%"
"04/16/2019","1,046.60","1,039.00","1,046.60","1,034.80","521.03K","0.83%"
"04/15/2019","1,038.00","1,039.20","1,042.80","1,030.60","448.56K","-0.12%"
"04/12/2019","1,039.20","1,024.80","1,048.40","1,023.00","592.89K","1.52%"
"04/11/2019","1,023.60","1,035.00","1,038.60","1,022.60","465.00K","-1.04%"
"04/10/2019","1,034.40","1,046.00","1,052.40","1,034.40","865.74K","-0.92%"
"04/09/2019","1,044.00","1,037.00","1,050.00","1,034.00","717.16K","0.10%"
"04/08/2019","1,043.00","1,045.80","1,054.00","1,043.00","410.90K","-0.02%"
"04/05/2019","1,043.20","1,053.80","1,053.80","1,043.20","308.91K","-0.84%"
"04/04/2019","1,052.00","1,058.00","1,058.00","1,041.40","558.29K","-0.60%"
"04/03/2019","1,058.40","1,045.00","1,059.80","1,043.00","750.10K","1.59%"
"04/02/2019","1,041.80","1,031.60","1,045.40","1,028.40","575.60K","1.32%"
"04/01/2019","1,028.20","1,029.60","1,038.00","1,021.60","626.23K","0.02%"
"03/29/2019","1,028.00","1,027.00","1,035.80","1,022.20","752.28K","0.02%"
"03/28/2019","1,027.80","1,006.00","1,030.00","1,004.40","733.45K","2.17%"
"03/27/2019","1,006.00","1,014.80","1,016.00","1,006.00","306.48K","-0.87%"
"03/26/2019","1,014.80","1,011.00","1,014.80","1,008.40","275.95K","0.63%"
"03/25/2019","1,008.40","1,011.00","1,016.20","1,006.80","424.93K","-0.51%"
"03/22/2019","1,013.60","1,017.20","1,019.80","1,010.40","401.80K","-0.35%"
"03/21/2019","1,017.20","1,016.00","1,022.20","1,011.00","595.96K","0.37%"
"03/20/2019","1,013.40","1,017.40","1,021.80","1,007.00","649.02K","-0.63%"
"03/19/2019","1,019.80","1,030.80","1,038.40","1,016.40","1.01M","-1.39%"
"03/18/2019","1,034.20","1,034.80","1,036.80","1,020.20","1.10M","-0.25%"
"03/15/2019","1,036.80","1,010.00","1,041.00","1,005.20","2.08M","2.88%"
"03/14/2019","1,007.80","1,012.80","1,019.80","1,004.40","452.15K","-0.61%"
"03/13/2019","1,014.00","1,017.80","1,023.60","1,013.00","572.05K","-0.74%"
"03/12/2019","1,021.60","1,025.80","1,031.20","1,018.00","436.49K","-0.41%"
"03/11/2019","1,025.80","1,015.20","1,026.80","1,011.20","343.64K","0.49%"
"03/07/2019","1,020.80","1,029.60","1,034.00","1,019.40","365.55K","-0.85%"
"03/06/2019","1,029.60","1,034.00","1,038.60","1,022.20","433.88K","-0.37%"
"03/05/2019","1,033.40","1,041.00","1,048.00","1,024.00","815.17K","-0.79%"
"03/04/2019","1,041.60","1,033.40","1,048.60","1,029.20","1.12M","1.22%"
"03/01/2019","1,029.00","1,026.00","1,031.80","1,021.60","445.48K","0.02%"
"02/28/2019","1,028.80","1,037.60","1,037.60","1,019.00","776.03K","-0.45%"
"02/27/2019","1,033.40","1,035.00","1,039.60","1,022.60","508.44K","-0.15%"
"02/26/2019","1,035.00","1,029.00","1,035.00","1,021.20","530.15K","0.50%"
"02/25/2019","1,029.80","1,005.40","1,029.80","1,002.00","929.28K","2.82%"
"02/22/2019","1,001.60","995.00","1,002.40","994.00","464.41K","0.93%"
"02/21/2019","992.40","1,006.00","1,008.20","990.40","622.77K","-1.53%"
"02/20/2019","1,007.80","998.80","1,010.80","995.80","696.29K","0.88%"
"02/19/2019","999.00","1,013.20","1,014.60","997.20","340.96K","-1.38%"
"02/18/2019","1,013.00","1,023.00","1,028.00","1,005.40","373.28K","-1.09%"
"02/15/2019","1,024.20","1,014.80","1,027.00","1,013.20","436.54K","1.01%"
"02/14/2019","1,014.00","1,002.80","1,023.20","1,001.60","847.19K","0.22%"
"02/13/2019","1,011.80","1,034.80","1,037.40","1,010.80","830.64K","-2.24%"
"02/12/2019","1,035.00","1,033.60","1,039.20","1,023.00","499.62K","0.35%"
"02/11/2019","1,031.40","1,021.00","1,035.00","1,021.00","731.29K","0.90%"
"02/08/2019","1,022.20","1,020.00","1,030.00","1,020.00","460.57K","-0.37%"
"02/07/2019","1,026.00","1,016.00","1,030.00","1,010.20","755.92K","0.69%"
"02/06/2019","1,019.00","1,024.00","1,028.80","1,012.40","935.56K","-0.95%"
"02/05/2019","1,028.80","1,030.00","1,039.80","1,022.00","1.13M","-0.02%"
"02/04/2019","1,029.00","1,015.20","1,030.00","1,014.80","1.10M","1.40%"
"02/01/2019","1,014.80","1,000.20","1,014.80","988.60","1.14M","1.63%"
"01/31/2019","998.50","979.30","1,006.00","976.70","1.96M","2.28%"
"01/30/2019","976.20","955.20","976.60","953.30","952.44K","2.02%"
"01/29/2019","956.90","953.10","959.30","947.00","491.12K","0.46%"
"01/28/2019","952.50","951.00","953.00","942.20","438.97K","0.16%"
"01/25/2019","951.00","927.90","951.00","922.30","675.03K","2.70%"
"01/24/2019","926.00","944.00","944.70","923.70","953.22K","-2.09%"
"01/23/2019","945.80","946.00","952.20","943.30","414.11K","-0.68%"
"01/22/2019","952.30","951.60","952.30","946.00","416.31K","0.24%"
"01/21/2019","950.00","956.00","956.90","948.20","273.22K","-0.50%"
"01/18/2019","954.80","953.70","961.80","950.30","425.58K","0.17%"
"01/17/2019","953.20","952.10","954.80","945.20","656.13K","0.01%"
"01/16/2019","953.10","954.90","959.20","947.10","510.33K","-0.18%"
"01/15/2019","954.80","959.90","964.00","951.80","550.38K","-0.59%"
"01/14/2019","960.50","969.80","969.80","956.20","557.87K","-1.23%"
"01/11/2019","972.50","970.20","972.50","961.50","709.80K","0.26%"
"01/10/2019","970.00","972.50","973.40","958.60","725.45K","-0.27%"
"01/09/2019","972.60","953.10","973.50","950.00","1.03M","2.09%"
"01/08/2019","952.70","952.00","960.00","941.30","565.63K","0.32%"
"01/04/2019","949.70","934.00","949.70","931.10","335.53K","1.66%"
"01/03/2019","934.20","940.00","942.60","926.30","601.71K","-0.92%"
